trial,time,id,Date,fix_time,response,side_1_stim,side_2_stim,latency,Block,Mu,SD,head,outcome,task,gamble_trial,loss,est_mu,est_low,est_high,conf_mu,conf_range,current_task,use_imagery,sure_option
trial_learning: 31,090926,1004,2023-05-03,NA,6666,0,3,365.59999999999997,training,-10,['HL'],False,NA,comb,no,-16.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 32,090931,1004,2023-05-03,NA,6666,2,4,116.6,training,-10,['LH'],False,NA,comb,no,-16.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 33,090936,1004,2023-05-03,NA,6666,0,3,577.6,training,-10,['HL'],True,NA,comb,no,-8.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 34,090942,1004,2023-05-03,NA,6666,2,4,18.5,training,-10,['LH'],True,NA,comb,no,-4.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 35,090947,1004,2023-05-03,NA,6666,0,3,102.7,training,-10,['HL'],False,NA,comb,no,-15.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 36,090952,1004,2023-05-03,NA,6666,0,3,1470.0,training,-10,['HL'],True,NA,comb,no,-4.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 37,090958,1004,2023-05-03,NA,6666,2,4,186.79999999999998,training,-10,['LH'],True,NA,comb,no,-3.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 38,091003,1004,2023-05-03,NA,6666,0,3,37.1,training,-10,['HL'],False,NA,comb,no,-15.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 39,091008,1004,2023-05-03,NA,6666,2,4,156.5,training,-10,['LH'],False,NA,comb,no,-11.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 40,091013,1004,2023-05-03,NA,6666,2,4,1.4,training,-10,['LH'],True,NA,comb,no,-5.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 41,091018,1004,2023-05-03,NA,6666,2,4,334.9,training,-10,['LH'],False,NA,comb,no,-12.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 42,091024,1004,2023-05-03,NA,6666,0,3,609.7,training,-10,['HL'],True,NA,comb,no,-8.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 43,091029,1004,2023-05-03,NA,6666,2,4,338.2,training,-10,['LH'],False,NA,comb,no,-15.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 44,091034,1004,2023-05-03,NA,6666,2,4,129.20000000000002,training,-10,['LH'],True,NA,comb,no,-4.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 45,091039,1004,2023-05-03,NA,6666,0,3,108.5,training,-10,['HL'],False,NA,comb,no,-12.0,NA,NA,NA,NA,NA,view,NA,NA
trial_learning: 46,091044,1004,2023-05-03,NA,6666,0,3,295.3,training,-10,['HL'],True,NA,comb,no,-3.0,NA,NA,NA,NA,NA,img,NA,NA
trial_learning: 47,091050,1004,2023-05-03,NA,6666,2,4,2291.6,training,-10,['LH'],True,NA,comb,no,-9.0,NA,NA,NA,NA,NA,img,NA,NA
